subscription_id,user_id,start_date,end_date,plan,mrr_amount
sub_jaflc4bfgw,usr_y0phbmeje0,2024-08-17,2025-03-27,Premium,22.83
sub_b7tmiex3oz,usr_gzvtsyzsbn,2025-05-19,,Premium,40.53
sub_mnoztewfcz,usr_xwpwfhcx11,2023-05-22,2024-11-13,Free,0
sub_z0cov94o5n,usr_9gs5txkz3x,2024-06-12,,Basic,10.28
sub_9jxgwh78jq,usr_2ong9j85dd,2025-03-21,,Premium,22.17
sub_d0a69vt5w0,usr_tc5z83whei,2024-09-23,,Basic,19.28
sub_4ioeax37n9,usr_whbdys8798,2025-05-17,,Basic,11.3
sub_iuro6c2m47,usr_jfhogey0r1,2024-09-17,,Free,0
sub_cyd91wl01p,usr_v8qg1429f2,2024-12-22,2025-01-17,Free,0
sub_fsv8qbzrj5,usr_90ntgpo23v,2024-12-29,,Pro,73.66
sub_6wpbp4hm3o,usr_wt7gn54wtj,2024-11-15,,Free,0
sub_qb68u53987,usr_soev0fmvhb,2024-04-22,,Free,0
sub_6t9kffkfg4,usr_f5qv4dt2ba,2025-02-22,2025-04-01,Pro,81.24
sub_fklwiswprt,usr_u0p3ity2yk,2024-11-04,,Basic,15.93
sub_e92q1n60ii,usr_mlo4sba9eo,2025-03-31,,Free,0
sub_gdffehdqmu,usr_2536k8hnor,2025-04-20,,Premium,25.05
sub_aggal5b67u,usr_1pxuvxw9qv,2025-04-23,,Basic,17.93
sub_gyxetgq2wp,usr_b674dr62il,2025-04-09,,Free,0
sub_uv5t40euxy,usr_88pffko0ex,2023-10-14,2024-11-10,Pro,96.93
sub_udt1dqsxyu,usr_4myd34rorp,2023-07-10,2024-06-25,Premium,40.07
sub_qgy1d4i9dy,usr_h9pkej5bnj,2024-11-02,,Free,0
sub_s3yd7oslf3,usr_u32wzxvs7l,2025-03-13,,Basic,11.04
sub_ps9o57yy1p,usr_lk1yrf4rte,2024-06-15,,Basic,16.36
sub_sp1muzw5ks,usr_nj8wp9hxwr,2025-05-20,,Free,0
sub_9yztk7fgc4,usr_zuptlqpoxc,2025-02-04,,Free,0
sub_nbs6xak9bf,usr_uss8zblw7i,2024-11-20,,Pro,80.99
sub_en2khq2cz9,usr_isxx1cgeiu,2024-12-13,2025-03-07,Free,0
sub_3ax3gvfp7t,usr_39o6fof108,2023-06-19,,Basic,18.68
sub_6fvcdj9cnw,usr_ats2hfz6n1,2024-07-16,,Free,0
sub_7iw5q1r8pi,usr_zwdyshbmx0,2025-05-16,,Pro,69.53
sub_cukcz8qa1p,usr_fjpxtpj47m,2024-10-26,,Premium,24.89
sub_e8fd2mgdjn,usr_dikuwlgqh1,2023-01-28,,Enterprise,493.39
sub_rgvzsdj4d3,usr_gm3r5q1hwg,2024-07-18,2025-03-24,Premium,42.12
sub_sdptv9vjs0,usr_fgkxz53wzb,2024-08-11,,Free,0
sub_y57t4x43z5,usr_g2rooi8plq,2024-07-05,,Pro,96.62
sub_lds5j5isic,usr_ju82a4u5gq,2025-05-20,,Basic,19.04
sub_ef6ajzfhgy,usr_ogtyyoj7qf,2025-04-02,,Basic,19.34
sub_eeriw7dzlp,usr_b57s5cuwhb,2025-05-03,,Pro,55.36
sub_gmp4kiyaab,usr_59tvf39lsp,2024-11-24,2024-11-25,Free,0
sub_ca2v2xdt0o,usr_6zs0z3mhdh,2025-03-07,,Free,0
sub_4rq0juxg2r,usr_i6d1va5hba,2024-01-28,2025-02-23,Basic,17.48
sub_r4gbuzvwdb,usr_faszocfwth,2023-12-15,,Basic,10.28
sub_5idi4xp2s3,usr_gc2u2jdcvs,2024-10-03,2025-01-14,Free,0
sub_3lj3l0rtns,usr_iyhf5ck2ip,2024-01-14,2025-03-17,Pro,78.55
sub_ok3hnn01mc,usr_blqjhzxn9a,2024-05-28,,Basic,19.74
sub_chp35j42pl,usr_j9c93ug89m,2025-05-11,,Basic,12.61
sub_skf0h9r28v,usr_6m6qdo3f2h,2025-02-08,,Free,0
sub_vr6i9h9pd8,usr_fwts5d99wk,2025-05-05,,Basic,18.41
sub_4mk1a2a1d6,usr_8uc2gchggn,2025-02-18,,Basic,14.62
sub_ba5uzt3g87,usr_xvxi77wh18,2025-01-25,,Free,0
sub_g9p0aznf7d,usr_xbc2jhzlyb,2025-04-19,,Free,0
sub_g8mpayk8jh,usr_0uh98inxrm,2025-05-18,,Free,0
sub_qn5hcd3u4l,usr_1xezvmfrza,2024-11-20,,Basic,18.46
sub_ecvcds81xb,usr_7z2d61qb7g,2025-02-09,,Premium,23
sub_lhacw80ecm,usr_orbjr3p70s,2025-01-08,,Premium,28.33
sub_x7w4569xwp,usr_143xcwqkfz,2025-04-02,,Enterprise,478.01
sub_8e5ytu4vdh,usr_33aotuq23e,2025-05-17,,Basic,10.57
sub_bdnqun7632,usr_n21116lwzi,2025-01-26,,Basic,14.32
sub_llz66yycch,usr_cklx7whwwf,2025-03-26,,Pro,90.96
sub_6k3dncrivr,usr_m19a7s9ucc,2024-09-02,,Enterprise,448.37
sub_axwsfb96ek,usr_zcm6h8xw5p,2025-01-07,,Free,0
sub_508wo8glly,usr_4las3srtt4,2025-02-18,,Free,0
sub_u1df00xrn9,usr_htn82jo7dc,2024-08-16,,Basic,10.19
sub_mw71m1nsko,usr_85uqxd6gg4,2024-04-02,2025-01-17,Basic,12.12
sub_oqyjx4xyld,usr_dc2pb1mboo,2024-06-14,,Free,0
sub_iub0feiq55,usr_r3yxdfrfbo,2025-05-18,,Basic,15.92
sub_b4gzunh8zh,usr_xvqo2iuzta,2024-09-29,,Basic,15.26
sub_gqhvzzl3al,usr_ab4ecm05h4,2025-03-12,,Premium,48.71
sub_o2kngnlgjv,usr_aqwnqwduqp,2025-05-09,,Free,0
sub_z8rngnkksc,usr_l5g7aakd9s,2023-12-17,2025-03-05,Basic,14.46
sub_p6d79xw3z8,usr_mgfubqqwgy,2025-04-07,,Free,0
sub_j4yojb6ef5,usr_14e244anf2,2024-10-22,,Basic,18.29
sub_qcvipxpme5,usr_ufcvxmf0ta,2025-02-11,,Premium,26.8
sub_5ehp9ywwp4,usr_eu9oh72rl0,2024-12-30,,Basic,11.53
sub_c27wpc9l77,usr_zb941xohaa,2025-04-19,,Basic,11.51
sub_6qfdqrn9yj,usr_0ec5kek0nn,2024-06-27,2024-11-23,Basic,14.88
sub_zhtxvjyfk0,usr_2nn1cedy81,2024-11-27,2025-02-15,Pro,75.93
sub_1ti1zecfc2,usr_x0gspejlo4,2024-06-04,2025-04-19,Free,0
sub_2ysahk64tb,usr_2s8sleprso,2023-10-25,2025-03-10,Basic,14.47
sub_cj1qyc3u8n,usr_exq3lgfujv,2025-01-25,,Basic,15.17
sub_zgskun5iyb,usr_vru5m9kofa,2023-07-09,,Basic,17.39
sub_kr7w9152ub,usr_43804tlbzb,2024-03-06,,Basic,16.21
sub_7zbpptaz5x,usr_anxrlsi25r,2024-03-09,2025-02-11,Basic,10.88
sub_z1ad9iwjse,usr_e7jsxtgiuj,2024-08-01,2025-01-10,Basic,12.5
sub_lpqmkbewmv,usr_kxst0olgre,2025-05-02,,Free,0
sub_zuzkb5ay0g,usr_kys39c13e8,2024-10-31,,Basic,18.06
sub_meirzobm5n,usr_f6mbp7cf6z,2024-06-22,2025-03-27,Pro,63.42
sub_uli0u5ebcc,usr_40hj08s413,2024-10-16,,Pro,58.65
sub_pyuucpbmm3,usr_ui8nx6q8jw,2024-09-14,2025-04-07,Pro,98
sub_xsaf2ruum6,usr_cjhq69p1q5,2023-08-25,2025-01-22,Free,0
sub_h4qmjkzn4n,usr_8gavu9ifl0,2025-03-21,,Enterprise,371.18
sub_uj0kxfdgj5,usr_4wj01dwsws,2025-05-07,,Free,0
sub_07anfqq8x5,usr_b1ao4vnj4d,2024-11-11,2025-03-15,Basic,14.09
sub_lanmes0osr,usr_g84baohrko,2024-11-13,,Free,0
sub_j98llh7pwu,usr_ugloxq5tgq,2025-03-28,,Basic,10.41
sub_r4eneuggls,usr_j3bbwkc0i4,2025-05-04,,Free,0
sub_6ydv2erkax,usr_sy9s32wkmx,2024-05-22,,Premium,43.79
sub_jcvz4usr9a,usr_gjirqrud3z,2025-03-20,,Basic,11.39
sub_vd5b4gytco,usr_2mqdcyjdgl,2025-04-16,2025-04-19,Basic,19.45
sub_o6ivechuk5,usr_na7wq3zzxj,2024-03-24,,Pro,84.96
sub_szl7z96595,usr_7riskmi2fn,2024-10-09,,Free,0
sub_y42nw0unt5,usr_vmfg48920c,2025-02-17,,Premium,28.96
sub_7mwmd1oay2,usr_ua3qycu4ts,2024-07-09,,Basic,11.93
sub_6wqdusrpcw,usr_a9rqolvqcc,2025-04-25,,Basic,16.85
sub_4r0h19nc3u,usr_og3y6th853,2025-05-20,,Enterprise,459.39
sub_z2ykr2f1mf,usr_d5vsi9s4zy,2023-11-11,,Premium,20.84
sub_2vcwge0zyo,usr_p3ibkdl9dj,2024-10-20,2025-01-28,Basic,15.35
sub_nbp5hbrogm,usr_sw0z56d7gb,2024-07-15,2024-08-13,Free,0
sub_ax6zdsozqp,usr_d4ofgy618k,2024-12-07,,Enterprise,256.33
sub_cmbsaf3z3y,usr_ld3l0pt5gd,2023-11-12,2024-05-03,Basic,14.16
sub_w2upabgzlb,usr_r9x1bai8tx,2025-04-09,,Basic,17.01
sub_7flo0mswbo,usr_kn801zzz0y,2024-09-04,2025-03-08,Basic,17.95
sub_0f9p2u6rcg,usr_4tatxiaqvn,2024-04-07,2025-03-23,Pro,74.18
sub_oalf1kfrtl,usr_oj1p4zusjj,2023-08-29,,Free,0
sub_eitok6weyn,usr_pmgpnipaf5,2025-04-12,,Premium,20.34
sub_rztqso5uuu,usr_tnb3aji368,2024-12-30,,Free,0
sub_6a2xj70baf,usr_gsbtly13oi,2023-09-10,2025-01-25,Free,0
sub_eza0hgs30c,usr_ypr7qgsh7f,2025-03-19,,Free,0
sub_f2dx3spbyo,usr_ysslc83bxk,2025-01-17,,Basic,18.78
sub_wy5mtixadd,usr_svbtix65zc,2023-12-09,2025-01-27,Basic,16.4
sub_bs5um2vwz7,usr_3b8nlhavv8,2024-03-30,2024-11-20,Free,0
sub_4ka4xxze16,usr_dd44wkq3hf,2024-12-06,2025-03-04,Free,0
sub_y6tavdlbyh,usr_v9ks8kf9mm,2023-09-14,2024-06-18,Premium,48.54
sub_t5vh2j7jo3,usr_f9maydfe08,2023-12-16,2024-12-03,Premium,29.44
sub_e011w3f0ni,usr_viyqqhrqsz,2024-06-13,,Enterprise,377.48
sub_z7mmxk6xsl,usr_j5ei55jmu7,2025-04-29,,Free,0
sub_99chw4514i,usr_y68d0l7qdp,2025-01-24,,Premium,33.33
sub_dqk9f1sk00,usr_yyjsj3046e,2024-09-26,,Basic,11.53
sub_fzkxaulfwk,usr_axynw2h3gk,2025-01-13,,Pro,53.87
sub_bvfohh35xc,usr_hnxyjqjpdr,2025-04-19,,Basic,10.92
sub_jqamoopndz,usr_mttqvsqx8f,2023-11-30,2024-12-27,Basic,12.39
sub_05dpvzjhi4,usr_rsu6kycypo,2023-10-13,2025-01-03,Pro,96.69
sub_ak1qlv1ijr,usr_qt38ex3ej4,2025-05-16,,Basic,19.06
sub_gjpwyd2i1z,usr_em00iscnff,2024-04-02,,Free,0
sub_vrxm3j878t,usr_5cpbub5omo,2025-02-22,,Premium,34.64
sub_44zet1aim3,usr_raf4e0mn2b,2024-12-30,2025-01-27,Premium,35.02
sub_9v1qzslh2c,usr_l9f3afzwn4,2024-11-20,,Enterprise,270.37
sub_mnc3g1tk2e,usr_07bwus97og,2025-01-30,,Free,0
sub_1conil11av,usr_kmdcoj0zt7,2025-02-22,,Premium,48.48
sub_4noxthunmk,usr_o3s9inbek8,2024-03-08,2024-05-19,Basic,19.73
sub_8095thyn9i,usr_inowtaexch,2025-05-18,,Enterprise,386.45
sub_fspjbahkqk,usr_d8obbah9v4,2024-10-24,,Free,0
sub_cwj8qt1n6d,usr_j5hgigiswd,2024-03-29,,Free,0
sub_vxgf97h9gl,usr_k3r25bff24,2025-01-15,,Premium,27.41
sub_05nwx9kmik,usr_73zv5liqm8,2023-08-03,,Basic,10.95
sub_zi9jdqzron,usr_hqwh7x8n6i,2025-02-23,,Premium,27.08
sub_an4ty4y1qu,usr_961j00xr43,2025-01-15,,Pro,66.2
sub_g0zvaw6avy,usr_t5pz41mqa8,2025-04-12,,Basic,10.34
sub_devhfpwyxs,usr_gx63yv2ckn,2025-05-08,,Free,0
sub_nyxybnxy3b,usr_63yag36rx6,2024-06-17,2024-06-25,Free,0
sub_r0fkfr07t4,usr_g5oeo0aby2,2024-03-08,,Free,0
sub_xolzs2236l,usr_uq9ujdepus,2025-04-17,,Basic,13.02
sub_oj6d2v1f1f,usr_tpwjohrxt2,2025-03-02,,Basic,10.7
sub_zp9zph9uu1,usr_12vi99r0bf,2024-10-23,,Premium,28.07
sub_0z28fb7iaq,usr_r3y32zsjwb,2024-11-11,,Pro,58.32
sub_c5hh7xbr7c,usr_z4oht9shiu,2025-05-13,,Free,0
sub_rpjfuqctjo,usr_iyfccm3czg,2025-03-23,,Free,0
sub_fpkf34srpg,usr_smy88db72h,2024-10-30,,Basic,12.92
sub_ynary0qe0y,usr_e8zoide414,2023-10-03,2024-09-04,Free,0
sub_hme0qfazrz,usr_ev3p7gv4qa,2023-03-28,,Premium,35.99
sub_gr65fslf9g,usr_i8pexf1qs9,2025-02-12,,Basic,18.24
sub_igxlfh44uk,usr_l98mtyvyj8,2025-03-02,,Basic,18.63
sub_1uuv3h76c9,usr_txswe4oxyg,2025-01-31,,Basic,15.76
sub_pazhcoe5wb,usr_k51iuj8ypc,2025-04-11,,Pro,59.36
sub_wh3ei7hx3o,usr_hvmlowyxw1,2025-04-28,,Enterprise,453.11
sub_lo3f87kr6u,usr_hkudxvtbjp,2023-11-05,2025-02-16,Free,0
sub_qm988oj554,usr_939brmpj84,2024-01-30,2024-12-06,Basic,10.64
sub_tc5n5ws3r4,usr_4pwgogzr0f,2025-04-03,,Basic,19.59
sub_hi4tkc6zeb,usr_jlnlzbh5of,2024-11-19,,Free,0
sub_pxt5l4zfxu,usr_wrdkw8ulqm,2024-03-14,,Free,0
sub_3xxheovjp5,usr_hcr57htsml,2025-04-29,,Free,0
sub_keor89yapa,usr_wdydv426eu,2025-05-05,,Pro,81.55
sub_cv7o5jetst,usr_fb6zdcnxj9,2025-04-03,,Premium,44.06
sub_cgtyfjwwmg,usr_nlwssgw4o1,2024-02-10,,Basic,10.82
sub_xbgmjms6tf,usr_o0f93fcgxm,2025-03-16,,Free,0
sub_x48dt21oae,usr_m8ekt0buzd,2025-03-21,2025-03-25,Basic,19.66
sub_egmuj7gvag,usr_m8vcm6qnwr,2025-02-02,,Premium,46.83
sub_qyv69jz7pv,usr_hi89cclt0s,2025-03-10,,Basic,12.25
sub_6ic8gztmdg,usr_3e3it787t5,2025-02-11,,Premium,48.05
sub_48vuicxrxe,usr_vwscewbolt,2025-01-27,2025-04-04,Premium,33.2
sub_qcgry6wf8o,usr_rl9111071j,2024-01-05,2024-05-08,Free,0
sub_rg2hmk2pzz,usr_xjybbtm4wq,2025-04-30,,Free,0
sub_o6gwjbdj62,usr_83j8tpf4xx,2025-04-21,,Premium,47.92
sub_imsrf8ynmb,usr_o1p898v4zs,2025-04-04,,Free,0
sub_oucxgs299p,usr_usxb8zjrj8,2024-06-25,,Free,0
sub_4uxf6gk15k,usr_emsuyywxar,2024-10-06,,Premium,36.74
sub_4suyh3wp11,usr_rkssia9un3,2024-06-26,2024-07-12,Basic,13.02
sub_k9qpjr1wq6,usr_tt6nh41ant,2023-12-28,2024-11-04,Free,0
sub_1565gxabqo,usr_bmloh46gjh,2025-05-07,,Basic,13.64
sub_hhd6tqsg5n,usr_a76tspjmdi,2024-10-04,2025-04-10,Free,0
sub_wdvf102m73,usr_n9o3qv9eki,2025-05-05,,Basic,18.17
sub_yo4opv3h24,usr_tlc47abvxn,2025-04-02,,Premium,49.19
sub_kbsmxjwu7q,usr_vn0ei9ubs8,2024-11-17,2025-03-18,Premium,30.89
sub_x1y6q06r4u,usr_b3h7casz0w,2025-04-25,,Premium,24.47
sub_48wc68d421,usr_64hf5pd1ya,2025-04-19,,Free,0
sub_cgou4180at,usr_t88l31orpf,2025-01-30,,Premium,36.67
sub_nfukku5shu,usr_45lh0sdfdk,2025-04-29,,Pro,85.49
sub_orbv24naba,usr_np1bigonkx,2024-04-16,2024-08-03,Free,0
sub_qdwli6is5k,usr_jrf8802o5f,2024-12-25,,Free,0
sub_7356hw9qnc,usr_60sr6upqmv,2025-04-17,,Free,0
sub_cnge1sy0fa,usr_ks4n8nfxdt,2025-01-28,,Premium,24.76
sub_g9oiq1ab6f,usr_2o8ec7pwt9,2024-11-14,2025-02-14,Premium,35.02
sub_tnxclo1u6k,usr_6faogfe0vm,2025-02-02,,Basic,12.07
sub_h2xbaqqg1a,usr_n1ta6gdhzq,2024-03-04,,Free,0
sub_mzeok5i1xv,usr_1eu1j7ncyb,2025-04-23,,Basic,19.55
sub_774ro5kvcb,usr_r04uwmnatm,2024-06-30,2024-12-08,Basic,11.41
sub_pg3kf9hty4,usr_cp8vis0hei,2024-03-25,2024-08-11,Pro,93.5
sub_5ow8fbdjun,usr_tk48lla3ed,2025-03-15,,Basic,11.33
sub_p7s8rzghfu,usr_n5l9roqcdo,2024-03-13,,Free,0
sub_89i5cyyftr,usr_xn19jlqf59,2025-04-28,,Free,0
sub_npj3ed32bc,usr_3vlhhmw7zz,2024-06-25,,Premium,39.23
sub_0i2hqqcnti,usr_lefkhueuhv,2024-06-04,2024-07-07,Basic,19.9
sub_12smjozmjl,usr_1ufo2ktqvs,2025-05-06,,Premium,40.08
sub_k5a768ohfz,usr_jxd3ierzck,2024-12-09,,Pro,50.44
sub_7s3k0y36tx,usr_l14f8yng7h,2025-05-13,,Pro,84.8
sub_r6aromtde3,usr_b63oz3omn5,2024-07-04,,Free,0
sub_u7tt6v9x8o,usr_3zyr5e9t23,2025-01-16,,Free,0
sub_rn3qizblha,usr_81mmcp44z5,2024-04-19,,Basic,16.24
sub_9nzz0nkb4t,usr_x0d1a8zcb6,2024-04-17,2024-10-04,Pro,68.55
sub_5hlqceafuj,usr_8sscm2v6f5,2024-12-17,2025-03-16,Basic,18
sub_sm8b0tnnnu,usr_hre35riem3,2024-12-24,,Basic,11.02
sub_e8fn4an2fn,usr_pcox62clsc,2024-12-27,2025-04-16,Basic,11.92
sub_kfzzab0bru,usr_o0yvxz48kz,2025-04-19,,Basic,14.26
sub_oxsc3qkxqq,usr_dau82vbktb,2025-03-29,2025-04-25,Premium,36.48
sub_30uxu7xm7z,usr_6alhdihzcq,2025-04-14,,Pro,90.1
sub_ovgkkvuxbo,usr_l82rgzaqf7,2025-04-27,,Enterprise,318.77
sub_rbh2675go7,usr_81ilcb28hl,2024-09-02,2025-01-17,Basic,19.48
sub_lsoshk3kln,usr_5dtnwuc6kb,2023-03-12,2025-02-10,Free,0
sub_umqe1bjlnu,usr_0yhzoa2zqh,2023-11-23,2024-12-22,Enterprise,294.61
sub_w28km4zca3,usr_7syx1zf384,2025-05-08,,Basic,12.66
sub_gg0iel3icb,usr_820wysocun,2023-03-17,,Pro,62.92
sub_kfvxfcuka3,usr_ehjzohrkt6,2024-12-20,,Free,0
sub_9qm8rbasq2,usr_ixdlou28cl,2025-05-16,,Free,0
sub_i0ble0cvh8,usr_rd6m3aex4f,2024-02-18,,Free,0
sub_qe62a0taq7,usr_j4722vbhr0,2024-12-24,2025-02-16,Basic,14.1
sub_gmz5kz2lxu,usr_621j7fqysi,2025-05-16,,Basic,19.87
sub_vcmjx2xcj2,usr_rw9hb52p6o,2024-01-23,,Basic,12.13
sub_0eo9ld6igo,usr_if8is9n7cf,2025-04-11,2025-04-26,Pro,85.57
sub_r1fqey9m11,usr_ywfvt907jq,2024-05-12,2025-04-05,Premium,43.95
sub_5ldkiibduj,usr_nbcle3jhaj,2025-05-12,,Premium,30.23
sub_twa142tk62,usr_h0ig951qxh,2025-04-16,,Premium,34.62
sub_b1qn0fi84u,usr_zy0akdlz3x,2024-10-08,2024-10-16,Basic,13.97
sub_hs6vkz0suo,usr_tx5tobekmj,2025-05-05,,Premium,39.34
sub_4agjubine1,usr_48bt8deaoh,2024-01-07,2025-02-11,Free,0
sub_zp2f8uzcq4,usr_a9l7scq2r0,2025-01-26,2025-02-25,Free,0
sub_enban5hat4,usr_t4rktr3wa6,2024-07-02,2024-08-08,Pro,51.71
sub_ooqd7tm0wz,usr_d4nyp0xfxs,2024-11-03,,Free,0
sub_nbqpgjciqh,usr_qscmr7ubxb,2024-08-31,2024-12-17,Basic,10.35
sub_5fe3baj1r4,usr_a0wlu5s7fp,2025-05-13,,Premium,30.44
sub_mhsblgbs55,usr_u08kc1e1ji,2024-12-16,,Free,0
sub_soy04acr7b,usr_0kpebbipu3,2024-12-09,,Pro,71.83
sub_aizq2a65ww,usr_11v06dxuxi,2025-05-14,,Premium,40.28
sub_6r08os8hth,usr_jqygopg18m,2024-06-30,2024-08-17,Premium,48.56
sub_p4fxz63fge,usr_jbl6228i27,2025-01-03,,Premium,30.8
sub_qru4z2hi0l,usr_t66m96vsjl,2024-09-28,2024-10-12,Basic,15.23
sub_j5io4yqv3s,usr_lwa0swcicq,2024-12-02,2025-02-28,Basic,10.63
sub_kja94skr3r,usr_zi2s72y480,2023-08-03,2024-06-01,Pro,78.43
sub_64o8277tvx,usr_y0jszy89d4,2024-10-20,,Pro,97.57
sub_0ue4xm1ez1,usr_tvudf1kn8v,2025-05-13,,Enterprise,231.66
sub_kvcnpevu97,usr_evx79gvsxy,2023-06-29,,Basic,11.35
sub_a1mapbkvpm,usr_rlrz3j72x8,2025-04-09,,Enterprise,243.63
sub_gofwnpsi5v,usr_jiwkia7kdv,2024-02-05,2025-02-16,Enterprise,397.44
sub_n4bkkl2ykb,usr_afkl5akzfn,2024-10-21,2025-01-02,Basic,16.15
sub_aj4ywc43vk,usr_ukk7qzj1d4,2023-04-10,2024-05-05,Basic,16.84
sub_m3n60prz26,usr_cra4iqg3ox,2025-03-11,2025-04-08,Free,0
sub_933ya6txij,usr_f8c7exafod,2025-02-12,2025-04-24,Pro,69.87
sub_1hziahwceu,usr_cz2u86yqza,2024-11-13,,Free,0
sub_i6gx0ligjv,usr_5dbkzds132,2023-10-28,2024-09-28,Free,0
sub_gv5wbo510j,usr_6otkckr0fn,2025-01-23,,Basic,14.46
sub_l21tc2q87z,usr_s5xrobb2rr,2025-03-30,2025-04-02,Enterprise,303.86
sub_ztunn58otm,usr_0hwiski72l,2024-02-22,2024-09-18,Pro,88.09
sub_ozm3fjy0b7,usr_kv5395f2vx,2024-03-12,2025-04-05,Free,0
sub_02c4wskb5j,usr_8jnvgkr54i,2024-06-22,,Free,0
sub_psfhufd7y9,usr_3rm9pt1alo,2023-07-29,2024-07-28,Pro,72.42
sub_1rr74ur13n,usr_h6o4vvti4j,2025-04-18,,Premium,45.78
sub_l0yreigo3q,usr_wz3wi43gzr,2024-02-03,2024-10-04,Pro,63.46
sub_mi7hho7hei,usr_zo1s0gxl5b,2025-05-19,,Free,0
sub_96oyhi03p8,usr_0i3ozl06sf,2024-01-19,,Free,0
sub_7ha35olkjb,usr_bjzf3hn4dh,2024-10-18,,Basic,14
sub_660zoam142,usr_6vmo5olygc,2024-10-26,,Basic,17.44
sub_pry1og80th,usr_h1pr0vo9e6,2024-08-30,2025-01-08,Free,0
sub_isyumlgvxc,usr_hjk79h02o2,2023-09-24,,Free,0
sub_u67chi7d7h,usr_0nm536ip8c,2025-01-22,,Free,0
sub_v9fm9fij7u,usr_6ao9m6yz5m,2025-04-14,,Basic,11.93
sub_1n5r5ih1tc,usr_5z6c3k7oyf,2025-05-16,,Enterprise,342.55
sub_x1nxrbczvm,usr_u7uz4netdc,2024-09-15,,Free,0
sub_pt80pvuq7z,usr_8ih7x1d7fa,2024-07-20,,Premium,23.19
sub_8loaictao9,usr_rvmjy3z1i1,2025-01-21,,Enterprise,297.79
sub_l4ef3vuhoe,usr_egeudkbkb4,2024-11-21,,Basic,16.1
sub_uf1nano1vv,usr_9qjl4k7iw9,2024-01-17,,Premium,32.45
sub_f3hup01m3b,usr_zwg1gsyvq6,2024-04-23,2024-06-18,Pro,54.53
sub_qz3wfly155,usr_grr1bydpfm,2023-11-09,2024-07-23,Free,0
sub_f5a61ub7jb,usr_s65ionf93h,2024-11-09,,Free,0
sub_b5lnezxvw9,usr_pr73i3a5pi,2025-02-08,,Free,0
sub_8h4ehrn872,usr_enbprx5cfa,2025-04-15,,Premium,27.62
sub_r9c4b1ly8n,usr_z10bchdn3f,2024-07-21,,Basic,15.7
sub_roi8gloax2,usr_fy0vi0eui6,2024-04-24,2024-08-07,Free,0
sub_f3t64e6c0n,usr_la5by3up8x,2023-09-26,2025-01-09,Premium,36.85
sub_jr5ubci1wg,usr_gmnlf7mlfc,2024-10-25,,Basic,11.04
sub_dn5k7gr65n,usr_potgps8487,2025-01-29,,Basic,13.22
sub_k1ubuxo7xo,usr_qo9jzd6hnk,2024-08-01,2024-09-05,Premium,20.65
sub_vuw0sjc2cu,usr_dxrtfu1zkg,2024-12-11,,Free,0
sub_6js89bhvlc,usr_ptv11fy1p9,2025-04-16,,Basic,12.58
sub_jn1rym3v5l,usr_8giltx29w6,2024-08-28,,Premium,20.57
sub_wp6trgiz4m,usr_hrr5lug0sw,2024-10-13,,Free,0
sub_zfj2mzmayl,usr_5oevz0j8dp,2025-01-10,,Pro,59.79
sub_1h9wpv69ro,usr_fp2tyhjquc,2025-02-27,,Premium,33.99
sub_ado7uzmehb,usr_uej0q64xmx,2025-03-03,,Pro,85.59
sub_bv54g9xmih,usr_n9n6hjmpiy,2025-05-08,,Pro,89.98
sub_32elu2cqwk,usr_uod0mksz1p,2024-01-01,,Premium,36.8
sub_teaohebgeq,usr_ubnx4x4hgp,2025-03-18,,Pro,55.09
sub_xhrk5nbhgq,usr_vp9l6ckshb,2024-04-04,,Free,0
sub_m6vfxec532,usr_1iw4fde2dq,2025-05-06,,Enterprise,481.04
sub_jube34k8fl,usr_yhi0q3l6ii,2025-02-08,,Basic,19.12
sub_5wara8ujiu,usr_9sqx7pft56,2025-04-09,,Premium,37.08
sub_qap2ljhzoj,usr_n9tmybk069,2023-08-03,,Free,0
sub_9ucov7mk7q,usr_j4p3sxn7no,2025-03-08,,Pro,95.16
sub_h8hqy6th22,usr_msx1swjejs,2025-05-19,,Free,0
sub_l9ts6s3zuu,usr_yu2iwhs4bl,2025-01-14,2025-03-08,Enterprise,383.01
sub_ealel2drl2,usr_93vqy5lmzg,2025-03-03,,Basic,15.05
sub_moh96dz0kw,usr_jj2jqkv30l,2024-11-23,2024-12-24,Basic,14.42
sub_2d0gqyct27,usr_v7wh98gzrm,2024-12-07,2025-02-22,Free,0
sub_g6nobms5q9,usr_itsow492ja,2024-06-04,,Basic,10.8
sub_p6k3m4zfbi,usr_8byhks1u8h,2025-02-27,,Basic,11.84
sub_ml0nacfnby,usr_gkce9rekx4,2025-01-03,,Free,0
sub_ltw5uh3t3c,usr_oal85yxlqn,2025-02-23,,Pro,56.85
sub_7mp55x0cfh,usr_zamwo835lg,2024-10-26,,Free,0
sub_xkmv05ebhj,usr_5cdmuvdu6v,2024-10-10,,Pro,69.22
sub_gdiwhx3gnz,usr_7dhypg3evt,2024-11-10,2025-02-15,Free,0
sub_19i6bkjk3h,usr_u70nqdwowp,2025-02-16,2025-04-16,Pro,60.96
sub_0d6bgpn21x,usr_bjp8ytf4i5,2025-01-02,,Pro,99.27
sub_0h84btf00t,usr_o1gp8makho,2023-06-06,2024-07-21,Enterprise,442.48
sub_g7gsufzpzf,usr_ik0tirybnf,2024-11-10,,Free,0
